message_cid,receiver_code,method_num,exit_code,height,block_cid,seq
bafy2bzacedrxvrl2bhkdwriyztxrau2vencnu7bjupgrrhfyaamj4n6lszmxw,fil/1/storagemarket,4,0,68593,bafy2bzaceaudoa2naj5ybttpnhsicfe5snfudqfrztalt3papqxetnj3dbues,2
bafy2bzaceb5gw4gesypkat7sapwhkvfge62rqnin6lj24mcvvnmvmrhvb7oru,fil/1/storagemarket,4,0,68593,bafy2bzaceaudoa2naj5ybttpnhsicfe5snfudqfrztalt3papqxetnj3dbues,3
bafy2bzacedjsyltdtdapif43qf7wf5xa2uebtw3qbrypmdufanpqnfzegjqsu,fil/1/storagemarket,4,0,68585,bafy2bzacebwk2cf6jx3wlzk4tymakwuswldql7jh7pgqcxszmvn7mxdqwkfic,4
bafy2bzaceccjvw46aw6mwwr4tqrii2fw5qjsjbnz7pwv7itqoep4ztvf4sqhy,fil/1/storagemarket,4,0,68579,bafy2bzacebkypn37areikpld3lbudzhafyvvtnglg4z4pk4m6yo4g5wfo5ziw,5
bafy2bzacearefgbehpyizzaxe52pv5lzltzjv4od6v734b36vgep4zkzim7ti,fil/1/storagemarket,4,0,68573,bafy2bzaceayinvqlekdhwnlcljs7n5m3244cojwwtwdrccaxqpl6m5u62nwza,6
bafy2bzacedzpgzx4fbcqgkqh3l4edhsjw62rl6rh2j4unfglq7c3rw347h6vu,fil/1/storagemarket,4,0,68545,bafy2bzacecnqvgngblnj6ul6kcgc3ohuebbjiktwb4w6id7gy6g2gqe5nyoy6,7
bafy2bzacedoegd7reqzpdjvaxjtuqtzuprqbily2o53wmnfputbc52j4k3lhs,fil/1/storagemarket,4,0,67966,bafy2bzaced77aoo33twgc5oeixy5vrnzpjqw25fq7sod5b6ffwrr2lpwfik5e,8
bafy2bzaceddkzinn35g3iro2px5oo2eavjsghispsx24bivlcrxhrfhvwigbq,fil/1/storagemarket,4,0,67963,bafy2bzacecmnldiuuwfdljcah6dc32xm2nxziyyzsmonef6rordvjsauhcrv2,9
bafy2bzacedxsdpaiqov3dddjib4jmp5eoehulh6gpmault2jxod5d523olsz6,fil/1/storagemarket,4,0,67962,bafy2bzacear2iih42kwtlethzizkj7h2rv57kucgv365vorxks5nuy3n73ah2,10
bafy2bzacebh6gicqb67kz34ombmqmfubbfjieoqv6ojsqpp2xh6gtxgnq6k7w,fil/1/storageminer,0,0,68995,bafy2bzacedumqh3ccj65n6tjxvskvq7ammie6zk5vjs2l4jzv7r3u4fydyggq,1
bafy2bzacecpq4tcwjierum2wjdesil2izhqkbufmxdavqj7336mhztw325lwe,fil/1/storageminer,0,0,68984,bafy2bzacebaqhbmz4j6vgg4ppw2ukya5y7bwyu3j2jpwdinxtfaoavmxhatxs,2
bafy2bzacedcowyxudsh6o6ohruoynmrxu7i7zdwqnc666ilyrb6ebptysfalg,fil/1/storageminer,0,0,68973,bafy2bzacecim75iys3dbr6nm6qjvoifmccesdind4jixsfm6hlour4xxug4kk,3
bafy2bzaceauuwoggjkpkcjqovncy6r7dkn5jtuikgseadamiwvqcwxzy7s5om,fil/1/storageminer,0,0,68964,bafy2bzacedweykrdqkef46qilkaz2lwtcmbowdbkrei2tdvl4nxaymexno3q4,4
bafy2bzacebmorgvhbnlmxhi6rtgjgedtjsxktwnp44ip4ajtder4famxjxtm2,fil/1/storageminer,0,0,68954,bafy2bzacecbua4vnfftuqh6v5hi6su6z7bxunfi5oajceh3amdf45yq7e5t2c,5
bafy2bzacedkeb6ghxtjdqruk2tkxusdlgzp53ouzmchllsmp4x4titocvfmdk,fil/1/storageminer,0,0,68904,bafy2bzacebva4lf6jx2dg2xjfwbse5igzeyfif22foggo5hxsdey4c4umft2k,6
bafy2bzacedml62dbdgjljj2nq252ab3wxq7pcsc23wijaaqxiai5ypry6ivvs,fil/1/storageminer,0,0,68898,bafy2bzacedioyw4rn7bc4ilmubppeqcid7zrtflnl6vnwisw3yhycyunnrarc,7
bafy2bzaceamcugulr237ppr4fgb5geecgbnuguw3cmj7b6jzkh66bfd73rrnq,fil/1/storageminer,0,0,68894,bafy2bzacedoh7c65m4ptwvt2u6u2h4nempyr35rzn2dprzdfb5dqed5lz2ar6,8
bafy2bzacedqx5evjzuqzb7xeeyrnrbg2fgrsh3kvfhkfkmuvboyk2qdtqealq,fil/1/storageminer,0,0,68885,bafy2bzacebg3zjoq3cbolapoun7hhgs7jxp3rsaorkl72lewte5svrp5nd3jy,9
bafy2bzacedtptpwigpriufdlblfcrtli6kkmeblnaymwscdt5dcjoenprhexm,fil/1/storageminer,0,0,68874,bafy2bzaceaea36llhgbppmvqugammvitifajyyqkqd4x7xghff2x5yxragvys,10
bafy2bzacecpjr65ugdeun7xzgo7iri4uk2w7csrheaotieqtwnl3ydl3lp3jk,fil/1/storageminer,0,6,66704,bafy2bzacecghe6nl77zb5yiqoyzcuwly3oj5vtg3u5fgq5sebtda5n3ek5pae,1
bafy2bzacebi2u7g5ew4uhxcs4t4ksuadzywml4marja5wt3l4wmb2lfntdthi,fil/1/storageminer,0,6,66703,bafy2bzaceaglz2vzpzslhf2zynsuuphohzb6y6gepa7lhl44gsiyjw4lbe3xc,2
bafy2bzacea6yz3gwd4yn6xff2mxydp5wx3mwsxrq5uapoq6tjshlzm7hl555w,fil/1/storageminer,0,6,66692,bafy2bzacebsle62d4622w3ndhdhua3smbioyzqxylswazjlkbulzubjxktaou,6
bafy2bzacedj6mxmeuki5ubuiynzognmh6vadr57nn32rxjvwbf7hp2kqivuqg,fil/1/storageminer,0,6,66692,bafy2bzacebsle62d4622w3ndhdhua3smbioyzqxylswazjlkbulzubjxktaou,5
bafy2bzaceawayisjpkrth6xzxng5y4gotyq5tb5dsvygumnjqipx7kedy4hf4,fil/1/storageminer,0,6,66692,bafy2bzacebsle62d4622w3ndhdhua3smbioyzqxylswazjlkbulzubjxktaou,4
bafy2bzaceb2slhnwgwa2an4kz2t7ejxbx4tyxkbinlgmthhz2o72d3cxlth2c,fil/1/storageminer,0,6,66692,bafy2bzacebsle62d4622w3ndhdhua3smbioyzqxylswazjlkbulzubjxktaou,3
bafy2bzacedximnyarbmvvqace5wo3q67ewoncn5hx634jweb5wi3ibmxlbrsy,fil/1/storageminer,0,6,66243,bafy2bzaceds3tlnfkrnehpwmy2vzi4di7arcmfzqqqp4pkbjwc6az7svkwhtw,7
bafy2bzaceder2ttsjhpvpszuljiaqb4ftso44ebwuilmnbbxfdrg2qf673mge,fil/1/storageminer,0,6,66162,bafy2bzacecsznkaxwupg6semkel7t5bwhothcyz2dvhlw342z4knmhjlq4cpk,8
bafy2bzacec7u6kf2m57jf7pdooqdqzfl7bmxndpfqiywldt3uleftwu2kpyic,fil/1/storageminer,0,6,65903,bafy2bzacecnslmqxzuhio5bz3knamtrxiirbk5mkr7plqa5u2gt4voudd3nuw,9
bafy2bzaceakjiplb5g4afjdmrl6nqqbzrkqdef346aqkpiawxqcwc4ett7r5q,fil/1/storageminer,0,6,65801,bafy2bzacecvazqhvwh64xyv5e5jmqcrdxiyyfsq2jnno7pjxf32fql35ebofk,10
bafy2bzacebxp5goyknl7lavjtr2zeze2klsedb6aokzu4oapqwz5qwiqrxf56,fil/1/storageminer,3,0,68426,bafy2bzacebb3di2yhzhbegqtfyojf42uzdfuyywv64qfethnhhyytsobgljy6,1
bafy2bzacedo25jozme24wap62w43ddmdgxpzsehvkqcs6j4vzt7gugixhdnc2,fil/1/storageminer,3,0,68411,bafy2bzaceaq5thn4ibpwzdbue57yu2qwqeprrbfbolqv52u4y5lcod73wszdk,2
bafy2bzaceadlp3fbgyiaqkkfuuw5bhqajiveg7d6fp6ggllyt6sdpkvparm3c,fil/1/storageminer,3,0,68180,bafy2bzaced7ftrdauwvdfxre7367uxal3vn3vanqf4xjr73q7hi5h5e4cjzlo,3
bafy2bzaceczgzyddljhmgzckrdpama53oz3lj5j375cuqvfaqxrrqwthfq3gi,fil/1/storageminer,3,0,67962,bafy2bzacebahy6l3ehpkoyak4khn7phmmrqesvb5uc4ay26jjcezv4f537y6y,4
bafy2bzacebdwtazezawlbfqf5jy5ui2acshsfikmcv4nyr7jipdcudueoy2ug,fil/1/storageminer,3,0,67756,bafy2bzacecwx4ih5ej4fa3uiculddotsfidwquw3u7yd4fa3on6xiujw6qtbi,5
bafy2bzaceaoc7unoifebew7f7ruezojcesmua3vbm2gefvq7jfmt74eyws234,fil/1/storageminer,3,0,67729,bafy2bzacebfwb5ssqxbrrsgqeph2vwxmqgbf4cc2i2ne6bnvekpqdu7vpq76y,6
bafy2bzaceagk6l3evunhqbgx4synrey2fgc7ippuvn6vw5efbqqvxm7bmnkqe,fil/1/storageminer,3,0,67709,bafy2bzacebidtykb23jsynlpyiwkpxgppmlltwadrs4t4jpyn77rxognkf47a,7
bafy2bzacedvtqf42irlddnom4uh675fkvw745kfn67mzuaoxgxzfuzyqlmpsu,fil/1/storageminer,3,0,67298,bafy2bzaceckbiyclg2h6hhcvwesj6w3p333owarb4inihiijyqpqk6i4d2szm,8
bafy2bzacedtjdu6vw3odp2jfrybw4vfz2gmdgajnf4b3v6e575qelrwinnvho,fil/1/storageminer,3,0,66294,bafy2bzaceawt345mdmkuz7wg7xairmxblf4yggfydp2vmfsilta2rfdj3v7d6,9
bafy2bzacea6akxhahee4q2pvoaop7me36bdc7hdkmmchrnnzvyqj62y6t2s26,fil/1/storageminer,3,0,66292,bafy2bzaceapafgceu2ojazddcxx3wssmpqjdqkibnm7jtqzwnvdzuah5k2jru,10
bafy2bzacecuccmdlgfzmh6oedzr6z3wmc4kppo76pqm4rcyu6jby56jlstou6,fil/1/storageminer,4,0,68960,bafy2bzacedviwe4tvd2j7vb6bq37mpn6kqms4jfsu67cyenixyqdjhshzustk,1
bafy2bzacedzlilkghxdqcc6ifm65lvk7w5k6b2i2xl6iwxf7hagurt4tw6owa,fil/1/storageminer,4,0,65531,bafy2bzacec2tebcbfil5wo444fmtrz5sxqm3jbfdyfu4eghir2zttq5utkqem,2
bafy2bzacecj2rurzxz4tmsrlk76nk7kdhkq6d4pqpeaehzwbz5sj4gpurfxj4,fil/1/storageminer,4,0,65317,bafy2bzacedka7xvrk76ol4nt3xbhnjv6mcvbyr33yzhmotyx7ypp3tuuwovee,3
bafy2bzacedrgqrgujzt7kpmyylvpi2tfmv7hc32x4t7fvwnezsoz2g7xnvidw,fil/1/storageminer,5,0,69000,bafy2bzaceapuonxpur5zljszmlq3s52ermbhslc56525sg5s4kinsk3gyyhso,1
bafy2bzacecw6662imhz5oy45qcnvpxmn3rdidn3plsxz6wrkhl4khyrdy65cu,fil/1/storageminer,5,0,68997,bafy2bzacednz4772j4fvgwjn2tztdxpvyhipvzinryscpm3iql2ijt54kfwhg,2
bafy2bzacebtw64odyivcc5govhpetaqxutzfimmim365uhd7gi6oozeoi75js,fil/1/storageminer,5,0,68996,bafy2bzacebobrrxxrnlfkodw5xfdd6lsvdygruzsl7halfrz7gmux7uhojdqi,3
bafy2bzaceaxsfeudkio3w5oboorywzxui5t3czpmmhihwzuhdy3quc225hflw,fil/1/storageminer,5,0,68996,bafy2bzacedlafnmq3fdle754uqyrcapaeto7wngwf3hyprv65z3nn6rcii7rk,5
bafy2bzacebwz3dhpfr2phyabg2bupivu5nqkbgwzc2x2t4ezakagcs5dfw7d4,fil/1/storageminer,5,0,68996,bafy2bzacebobrrxxrnlfkodw5xfdd6lsvdygruzsl7halfrz7gmux7uhojdqi,4
bafy2bzaceczwoerufhh6uto7v666hnwmrba6bnarcjrqpbzarqpwwhvz5cos4,fil/1/storageminer,5,0,68994,bafy2bzacebdfm4rmo7r6u642rqrn4sq3i5y4mzr4ugrie3dfjrmlmvmbl2hng,6
bafy2bzaceaszow2rojrsth3o4x4xj6akv7xukdjayjqsszsgpipbr5slbrqpm,fil/1/storageminer,5,0,68992,bafy2bzacebvpf3b6dofysrsgfjy6tiubivokxl63cxjpydwfkvhoqhbkft3mw,7
bafy2bzacedabpp3zhol4yopkravwsuekqgoj3kh7yq4ujfzxd26unowkpdt4q,fil/1/storageminer,5,0,68989,bafy2bzacecbb76uviw2xk3mym5e2exzjgdtfnzwidva2kvzib3ky57yayitjw,8
bafy2bzacea72uxuvoop2jjugnav6k45pfptn6zb2tfahexogtq6ben3t73jf6,fil/1/storageminer,5,0,68989,bafy2bzacedkcoyy5xqspdxl7ka3axrc5xednlilwk2lujdxhz47ablr5w3wei,9
bafy2bzacedu5kpbt7f6b3y4dqydixu2vtobaqnufpg6s6oc33bzbq3wyi3hh4,fil/1/storageminer,5,0,68989,bafy2bzacecbb76uviw2xk3mym5e2exzjgdtfnzwidva2kvzib3ky57yayitjw,10
bafy2bzaceadn7rdj5c74p4tzz5zrsuig6jws6gyrfmvdni63ury7j7vy4hzay,fil/1/storageminer,5,7,65015,bafy2bzacecbvwn2favafbn7haxlazbnyfr74vidb34hmwxmgaolxltjyyyfhc,1
bafy2bzacecdtyu7h3mtidtxyobzm5dkl7iorfexnyla75bgmc2rpn34wzctma,fil/1/storageminer,5,16,68567,bafy2bzacecs6vzjw67lbt5sx3x3z6jjgjjp3qz3mixilkpypzmubectgc6f62,1
bafy2bzaceduzmrnkp64qmcyuiqvrq3mhj3uyzyad72jniis5yka4by6k6qpta,fil/1/storageminer,5,16,68567,bafy2bzacebavx3agle3lxrfcvkhrzfclpnuh2h7mox4j7rmt3sfzl4nwyskre,2
bafy2bzacedexg7j745bmpkaothpkwzpbp5jg5a5njnu6abhffwlcn625zxtrq,fil/1/storageminer,5,16,67414,bafy2bzacect5ldrnwz35vtc7wwlkhjlh63h3f7zzo4ubvku26vsasjd3px54m,3
bafy2bzacebao5wasplnarwquhnsavotr5gfp2o3g6yvsguvrdm43htou3nhja,fil/1/storageminer,5,16,67300,bafy2bzacebmy5eptyqgt3go7yfp2uwok3w5qcbs5x22ojaxieiawqcqcauc6a,4
bafy2bzaceblw3kq5sgxu5yfm2js44xcd7np7qgzaisnxwljwtmfdjehm7w6ms,fil/1/storageminer,5,16,67294,bafy2bzaceaoop4ktjs4idhp7fbkezndp2l5vsphkk7nag5ms5snd2exipbyns,5
bafy2bzacebpxw3yiaxzy2bako62akig46x3imji7fewszen6fryiz6nymu2b2,fil/1/storageminer,5,16,67239,bafy2bzaceczp5o56iq4e4ta7rpqqlyexrs2tugjz5fku4p4zhkerwu4tv6krq,6
bafy2bzaceatlbogd5ponhgkibdsva6lmbmgqk2o44kmorju4cikj4efv7nvfk,fil/1/storageminer,5,16,67180,bafy2bzacedl4musim7stszmgeze3hgxbcp5oatt57fzyi2f63bbaolyoj5jts,7
bafy2bzaced5emupwzwkgwkrvzwlnfjxgnqeyyhilbnmhn32rej7mefvlwpwzs,fil/1/storageminer,5,16,66939,bafy2bzaceckecvrpxsq43f65lysz6xo7yfudzlqijtxw3icddxxhiot3lb5f6,8
bafy2bzacecicqlbkgw6znwk5spyv57tz7ppjtjmv42kylixmpikasrghwqmv2,fil/1/storageminer,5,16,66934,bafy2bzacea3cloltzwpsxz3oqfkjebmdxi6ef54c37ij3rkx7owjwhbwosbvi,9
bafy2bzacebs43sf277jlreduqkx3zaljurt675dvs7rg4vvkst3k3cqtggena,fil/1/storageminer,5,16,65420,bafy2bzacecjjopbpecfpkor4end2zjylgapm6qj7rtzxxtbm5ukjy43gqxpac,10
bafy2bzacec3t42mgqd6fswy6u5y7jqceztjdoluvijgpzndxg4j7qlf62xpq6,fil/1/storageminer,6,0,69000,bafy2bzaceapyb7vbe7blnspstjte3aq7u7ilffkjluccwehufin5ezpimpgxq,7
bafy2bzacebicntau73mr7tocbu5grb2njmp7xsjmsxu6soxua7r427jwyt636,fil/1/storageminer,6,0,69000,bafy2bzacebfonwgmhe5ksm5tfbmpyg4viamju4fp5iwdnbgqgu6njrlgzkk3c,10
bafy2bzacebhkbos3rbd7dkmadqmblrrszvshfihizzxortpjf33wwj25hynty,fil/1/storageminer,6,0,69000,bafy2bzaceapuonxpur5zljszmlq3s52ermbhslc56525sg5s4kinsk3gyyhso,9
bafy2bzaceduaddveqa4ua7epg4yo4l2smdsx5lhnt2soo67o3bipvonnfdr2o,fil/1/storageminer,6,0,69000,bafy2bzaceapyb7vbe7blnspstjte3aq7u7ilffkjluccwehufin5ezpimpgxq,8
bafy2bzacec45wgpntft7fmeutemalpkkh2en3bk7g4iugvmmqxtlk3nunlkhu,fil/1/storageminer,6,0,69000,bafy2bzaceapyb7vbe7blnspstjte3aq7u7ilffkjluccwehufin5ezpimpgxq,6
bafy2bzacebrapwyvkpu43ziij3emhzilb5ohw7uofk4e4cjz7yyitwimf6v76,fil/1/storageminer,6,0,69000,bafy2bzacebfonwgmhe5ksm5tfbmpyg4viamju4fp5iwdnbgqgu6njrlgzkk3c,5
bafy2bzacec44dxnvbbzk3352g5rb7dwwqawyh6q2kjtj76nlyresxpabu4gpg,fil/1/storageminer,6,0,69000,bafy2bzacebfonwgmhe5ksm5tfbmpyg4viamju4fp5iwdnbgqgu6njrlgzkk3c,4
bafy2bzacebr6suu2iigfuglwrcnqac642ruh5623sah4ecv3ylmpkikmtek22,fil/1/storageminer,6,0,69000,bafy2bzaceapyb7vbe7blnspstjte3aq7u7ilffkjluccwehufin5ezpimpgxq,3
bafy2bzaceboyj42zdgap7fegadjg3znnajro6s2jyspasmlmgpt7w3losn6qi,fil/1/storageminer,6,0,69000,bafy2bzacebfonwgmhe5ksm5tfbmpyg4viamju4fp5iwdnbgqgu6njrlgzkk3c,2
bafy2bzacec7sbrug27fhxlcncwqwel5a3vdvwws476tjdg53wytbt757qmh5i,fil/1/storageminer,6,0,69000,bafy2bzacea2xnqtmitbsbl53bq6obzloacc6krurpxv4vu4m2umkakpfeuq32,1
bafy2bzaceadjiciiso2r2pbjdmxopqza2w7fmxsprxe55s44dg4swu6x7iwyi,fil/1/storageminer,6,6,68901,bafy2bzaceduhbpbxfy77prnow3ste2gzcyzohsrnn6qvrkuc62a3i7xytdlku,7
bafy2bzacecn65jemcc4yen3ugbvvtjau52l7hdk5vqgvcke3rn5mngdgvwl3g,fil/1/storageminer,6,6,68901,bafy2bzacedp4bcmhxgwjrpxozaiuc7fph5wy3i3x5zkchokf35pagskyjq4mg,10
bafy2bzacecjzzixl4vimhgthahhabv6mzyavuagpkil3nvxv4pgdpqbmkoow2,fil/1/storageminer,6,6,68901,bafy2bzacedp4bcmhxgwjrpxozaiuc7fph5wy3i3x5zkchokf35pagskyjq4mg,9
bafy2bzacebqmxqyta2lpxtzoc4bijwsvhibrvfieeksgksaeqk7fgzu3vfbz6,fil/1/storageminer,6,6,68901,bafy2bzacedp4bcmhxgwjrpxozaiuc7fph5wy3i3x5zkchokf35pagskyjq4mg,1
bafy2bzacecazejp5vgmapaawyjio7564jey6k7663x7si7pfte3xtknzrpe62,fil/1/storageminer,6,6,68901,bafy2bzaceduhbpbxfy77prnow3ste2gzcyzohsrnn6qvrkuc62a3i7xytdlku,2
bafy2bzaceccuccaaildonctd6apzmytl2mxhmhm7t2p2gxbkpplbeteowq7bm,fil/1/storageminer,6,6,68901,bafy2bzaceau3tiaxtzgxfvpp54xisz42eeqbxjqszhga32vx5o6xzaeuba6e6,3
bafy2bzaceb3aglb5ilbad5ostr3pou6gcwncg2qb7hjm3jmbspz6zkxeg2sjq,fil/1/storageminer,6,6,68901,bafy2bzacedp4bcmhxgwjrpxozaiuc7fph5wy3i3x5zkchokf35pagskyjq4mg,4
bafy2bzaceamas7icu5lyadtr5imbf7nfoxdju7n4bk55qtzf5p62ilrui3pim,fil/1/storageminer,6,6,68901,bafy2bzaceduhbpbxfy77prnow3ste2gzcyzohsrnn6qvrkuc62a3i7xytdlku,8
bafy2bzacecomi63o5q2jigvs5bzdh4xvhfq5o3fcwl3mxx5csms674wx7sglm,fil/1/storageminer,6,6,68901,bafy2bzacedp4bcmhxgwjrpxozaiuc7fph5wy3i3x5zkchokf35pagskyjq4mg,5
bafy2bzaceb4fw7kgldlwxs6unobg34rj5gv4hn7isxx5jyeo7s7nv24ku3t3m,fil/1/storageminer,6,6,68901,bafy2bzaceau3tiaxtzgxfvpp54xisz42eeqbxjqszhga32vx5o6xzaeuba6e6,6
bafy2bzacec7xg3eqcebauakxrjzzp7vioypqas6wulwwnboqd5pvwf4dkm5ne,fil/1/storageminer,6,7,68567,bafy2bzacebbd73t5272dq7bsakym44thhkoaqr2tvfubsvx6ttrsem6alun7c,2
bafy2bzacecxti6wwjzxs7oft75r3oqzl6upx6c4o3aqw7leyunb3l2q75gsku,fil/1/storageminer,6,7,68567,bafy2bzacebbd73t5272dq7bsakym44thhkoaqr2tvfubsvx6ttrsem6alun7c,6
bafy2bzacebb2ns5rxbho6xevclodsvteove5a5qdhtbi46fez7sa7nndjquba,fil/1/storageminer,6,7,68567,bafy2bzacebbd73t5272dq7bsakym44thhkoaqr2tvfubsvx6ttrsem6alun7c,1
bafy2bzacebc4uaspjcy3ezytdnabycnzartecsrkc22olym4wi6uftcd53blq,fil/1/storageminer,6,7,68567,bafy2bzacectql3cs6pbdboockt3sryzinqg66dyx7uc2vwloo3zfuw3rjxqoy,7
bafy2bzacebvewbo4eobcllq2uvcslkzbglckpfxozefhjxvsf2rljfr4kjwps,fil/1/storageminer,6,7,68567,bafy2bzacebavx3agle3lxrfcvkhrzfclpnuh2h7mox4j7rmt3sfzl4nwyskre,5
bafy2bzacebkic3ul5nkg3cwsu5stcmwbkhctu7wi2jx7jchh7qok453ldispu,fil/1/storageminer,6,7,68567,bafy2bzacebbd73t5272dq7bsakym44thhkoaqr2tvfubsvx6ttrsem6alun7c,4
bafy2bzaceagokgen7cw6f363kjt3aphqbio7lvji5hpl6c3jbaw3ics27wzy2,fil/1/storageminer,6,7,68567,bafy2bzacebbd73t5272dq7bsakym44thhkoaqr2tvfubsvx6ttrsem6alun7c,3
bafy2bzacea6ztstaixbty3v2efqki3krs3c7sd5pctxk3hh5sopqr45c55rjm,fil/1/storageminer,6,7,68125,bafy2bzacebhjcblyku5hwb34iqm3dfn7rohkiadkkyv65wvgbogqynpwuwx24,9
bafy2bzacea2rzdtnngstht7t65t5z4lahbo2bibdkv3vnnj4mmamikq4kmily,fil/1/storageminer,6,7,68125,bafy2bzacebhjcblyku5hwb34iqm3dfn7rohkiadkkyv65wvgbogqynpwuwx24,10
bafy2bzaceavm6dfl5flhj46vnfdijnh2b4rn3m5xkyjk4ymxjpxdpetxqpcxw,fil/1/storageminer,6,7,68125,bafy2bzacebhjcblyku5hwb34iqm3dfn7rohkiadkkyv65wvgbogqynpwuwx24,8
bafy2bzacec3q2dzjsaswd5nax5fwseqvlx5nn2zw7wtsydn7il5qoruihz5me,fil/1/storageminer,6,16,68978,bafy2bzacedc3cx5vmpuazvwg2zuyngyuvcpyez2725tviqfdt4hddjb25z2dk,1
bafy2bzaceaooipckxn3hifbxqf3i3zschmzriibwl7ruzued6edhlnliy5r7s,fil/1/storageminer,6,16,68738,bafy2bzacebcepd5a5lzlgvqvormmkil7xsa5vm25o3p4ho6itcq3sndpm63sg,2
bafy2bzacedojrebrpisatpkz7mv5fu7gzq2447mese3ssnj7bqscla4vckrcu,fil/1/storageminer,6,16,68738,bafy2bzacebcepd5a5lzlgvqvormmkil7xsa5vm25o3p4ho6itcq3sndpm63sg,3
bafy2bzaced2fb5f5diqlk3ncj2xkruekprcmcpmdv2corfy5okjcpeq5ifpky,fil/1/storageminer,6,16,68448,bafy2bzaceb2betg7pccgrqg6u3wcqyqdgwa27rc4dbjj2vdjyyodnnl5j2j5m,4
bafy2bzacebiosrae6ln7hwp2g5rdtagvtrjkfahlencwklze6wb72e7bux6ek,fil/1/storageminer,6,16,68304,bafy2bzacedxj4lplewusalbkrw5mcvl2snbdthhpvp73npr7uovkanu4fqdwm,5
bafy2bzaceadcol6jia73jndnmxrtygvwkpsp46icrv5lxuu6e7yzck3zhunxg,fil/1/storageminer,6,16,67892,bafy2bzaceceqmrutuzjnbs4txp5e4f2l6g3mrlaimwen3hvtsn5xhf2mug6uk,6
bafy2bzacecoeexys3zea6x4qei2qrcey6quibtk2jgzchurnkd6toba2ij3na,fil/1/storageminer,6,16,67890,bafy2bzaced5gshf5hhryftfnf5eaacne62xf7dao2ldygbtf7god263bh4ice,7
