message_cid,receiver_code,method_num,exit_code,height,block_cid,seq
bafy2bzacedtqi7ti6lwtn74ftx6ynnw6mjiym6boh5eaaaspfwybemzr563zu,fil/1/storageminer,0,6,50185,bafy2bzacea6rsrdgrdzx43wa5j6dbkk2xzrur7uos6k5chvm3ricopgtrqeza,7
bafy2bzacebqnugag43pow6vfpte4so76qjucsilqheazksezm6uw7yxwa3ya2,fil/1/storageminer,0,6,50185,bafy2bzacea6rsrdgrdzx43wa5j6dbkk2xzrur7uos6k5chvm3ricopgtrqeza,8
bafy2bzacebyvivsxi3y7yratraaovqh5it2kfk3zzvm55si4pywrjybtts7fe,fil/1/storageminer,0,6,50185,bafy2bzacea6rsrdgrdzx43wa5j6dbkk2xzrur7uos6k5chvm3ricopgtrqeza,9
bafy2bzacebwr4azvtprzdxasy73afwe7g7boli2m6q3z4fq5tb32awqtev4y2,fil/1/storageminer,0,6,50185,bafy2bzacea6rsrdgrdzx43wa5j6dbkk2xzrur7uos6k5chvm3ricopgtrqeza,10
bafy2bzaceaddpbq2ftrmb3apr3jl6nhbiojrh7j5274n6ncmxl3gval5bpttq,fil/1/storageminer,0,7,47371,bafy2bzaceaisxiefujkob6jruwakejwu2wpfovgrt2zvbsjof6ly674dbash4,1
bafy2bzaceah2qx5rv6eyauirdyi2tzcsxxwgc5ma2pcxfi4mdhkdpgjxoa3qw,fil/1/storageminer,3,0,56463,bafy2bzaceatutkxmefo3lagzvvz7ewsjta5qoajo66nn7asvj2yjpclmu437e,1
bafy2bzaceahzih4l3rytvznfh7tyfphsuzisyr3dbeyj5h22mgy6a4lugfvkw,fil/1/storageminer,3,0,54145,bafy2bzacecpy5bsfrgfnm3asi4tnkxc2pay2ebj7lzdk35zu53ibbrwtt562k,2
bafy2bzaceamwxiheafxsnk426awer3shrkd2pvh76lxv5sy2j6ccp65u4vxlg,fil/1/storageminer,3,0,54079,bafy2bzacecrq2fi73ga5xzr2oxjpbycjmrbighd7ez6voqiyalm4hl55krola,3
bafy2bzacedrwyropbdry5ewoyoyfcjn6wyw7rou2mtmqeoisz3r3de5nsh46q,fil/1/storageminer,3,0,53952,bafy2bzacednogxqeou2kpyp2ssm5mzfudicx7vyrgw2j2yikhvggbn7v6p7p6,4
bafy2bzaceb7gcewlz3hpm6dvvoryqrsrwflgkc4xttnotagigc35xle3beola,fil/1/storageminer,3,0,53803,bafy2bzacec7q2sfqc3k27n54oml2yq3eywxetw2b2hhfc4yajhcpirumbdjwe,5
bafy2bzacea5au6ngq6olnfhijg7p2c3xqgixrr2drdzzkb5oqbnofdimm6jb6,fil/1/storageminer,3,0,53671,bafy2bzaced7xhs4tsbbwhxe5dlhgt7ikuknqrq4ocfpqeyy633ke6t3wyui3c,6
bafy2bzacecxqkfwia4ztoll27ydndtbg3gmuue3btdfefvu2dqlaggebwgdag,fil/1/storageminer,3,0,52936,bafy2bzaceb6iavmn72vzkfacsxpmmzjlfl3vpszf6oxqokqdtr34mbl2bzia2,7
bafy2bzaceb74hihocj3fv4lriy7f6zpxwoh5uljntzve5kaxawxe2wwuvccvg,fil/1/storageminer,3,0,52516,bafy2bzacecojgqbkoeb7xy4fkahoff4kkw5nbpzvqj63cngadd2y46rg7syka,8
bafy2bzacedc5wy5vvef3nrp5ufxvu6hhgttmqlgk6zwpwepijrkpeamjvaaag,fil/1/storageminer,3,0,50106,bafy2bzacebvlkjsirpvv4xbyp7s62ho6rrcd3b32jtzosb42h6lapljdlsork,9
bafy2bzacec4ttq4zyx5tysddyxufjlndxjnxl4xtdghr2al6gr2t64qmgm2n4,fil/1/storageminer,3,0,50071,bafy2bzaceb2fbaul5tdfg4xnjddlozffqcaqstoete7asahnbola7adri3qym,10
bafy2bzaceacespuia5eby27i7gjc3lwucomerzadhbtyka6j3weyawz2mo3cu,fil/1/storageminer,4,0,48474,bafy2bzacearpn4vmfqbxmsfwfx2smay3mszocgaxak2hfp3nvbt4lqb3kjgzq,1
bafy2bzacedevbynlplgm4f7rftswmjxdwdqrh4okqsgvreergatbg2mnuizui,fil/1/storageminer,4,0,45462,bafy2bzacecdxss4xpjhexhcbk4mo2r22jvmdqmvbzpawsmloow4lecsevlhg4,2
bafy2bzacec3hzl5juveodgcycnjujmfzj54jiwvwi3f6xbomrs6wofe6cmopu,fil/1/storageminer,4,0,41726,bafy2bzacebsultkzp4yu5glzh5lynh5k7qicqnstudr7ti7ehz3oi3zt6abi6,3
bafy2bzaceb4e2sfczfmusx7czvgsbewkgty2q673apq6jo4247bphisngpnok,fil/1/storageminer,4,0,39984,bafy2bzacecmk4ris2xhji5urtgobwbr52pelzq42lj242djou5byy3r5vkccs,6
bafy2bzacecf7ouxx6qpp7ydap2qtvfwgf6galdxzeygxvrh7f57blwsu77vwe,fil/1/storageminer,4,0,39984,bafy2bzacecmk4ris2xhji5urtgobwbr52pelzq42lj242djou5byy3r5vkccs,5
bafy2bzaceatyj5m7f3cl53alimqf5tj7uhgwodb76zysiqn6gvlg2ivqpe3ro,fil/1/storageminer,4,0,39984,bafy2bzacecmk4ris2xhji5urtgobwbr52pelzq42lj242djou5byy3r5vkccs,7
bafy2bzacedhtsfwmj2inlamens2qg6wlsgnosgioh6hfrlsp7hvk432adnxto,fil/1/storageminer,4,0,39984,bafy2bzacecmk4ris2xhji5urtgobwbr52pelzq42lj242djou5byy3r5vkccs,4
bafy2bzaceap4velcnwzllt6hmmhv2gema373aljltmjf3xuxc6qsopf57hcq2,fil/1/storageminer,4,0,35605,bafy2bzacedjob6icfpnpa3tyalmjwid4tejsznblnxhjhnj72b6zhyof6ek2s,8
bafy2bzacec2noajavc2imah4opzsjz5jeg7gj5nrwp6hk3p2jjkz6hhvfmslg,fil/1/storageminer,4,0,35603,bafy2bzacec7aywt65kpzvaapwojnpanyjevmbsnrinrecwq7nqefp556ndxqu,9
bafy2bzacea2tmkd33m7boqqdhtfgksskm2r2rhbtrjhzrxklkwh7cgbymuqg6,fil/1/storageminer,4,0,29893,bafy2bzacebn6si2civ5bsacupsuaj4jcikx5z7o4saizktzjie7cmbfw7qhxa,10
bafy2bzacecfbtv2z6u2cshadnsjo6zuugy7qcfyvkzwim356ucmqeheffyly6,fil/1/storageminer,5,0,57565,bafy2bzacebw3ffzbiktvbdnuugve6772ngn5nmjzgfptoowhnvtavzkudjnek,1
bafy2bzaceafcx6x5y4nk7yzhj7fpcmjhu2bdpzpugly5tvpycqy46aip7qaqm,fil/1/storageminer,5,0,57563,bafy2bzacebbhebrubivrqro4zmuuu7ykuidg6qvxnt3kmbaracs46cjkhrya2,2
bafy2bzacedbgfsimrxnrtj2rlnitwrxbip2zrafhex6vhyue3nm5nnjodoz66,fil/1/storageminer,5,0,57560,bafy2bzacedh3tsgscl7y5frjpob4xiqyunenkezmgndslo2kqmyetttjfknri,3
bafy2bzacedbxzzbwvaef3gvr7ybnzcgslsniiyzh4lonagnqaer4fj2mzrhjq,fil/1/storageminer,5,0,57559,bafy2bzacebcwudy3eavhm7gztojudu6jm4thtfsotxzd4igzpt72osd7mywyu,4
bafy2bzacea3deot2adxdam6fxpujm6qbsdvcaqdsi6iworj2njzjikvpteate,fil/1/storageminer,5,0,57555,bafy2bzacecgdhccj4vjrtdjaur7p4ykookody4mqs5sneluzkfp7j7fd3gahc,5
bafy2bzacea4l2ciy67qnqb2opajhdsxntnc7m5p3gfmsy2cg22korz5yrwo3w,fil/1/storageminer,5,0,57550,bafy2bzacedy2tg7xfsda3u4nx3squarzqaypysoerq56o2l7p2xhj2npx2vfi,6
bafy2bzacedct4mpnxxzdh4yy7igsx4f72fs4boqld2byvqzwuj7jmur33urci,fil/1/storageminer,5,0,57544,bafy2bzacecxoc4z2vresp4vb7rclovn53f5natybzfx43bz3pdrpll4p5dhdy,7
bafy2bzacea7dku2gz2a4cwundw6fimkkulsgwydi5vnvouhuug7eftr35yluw,fil/1/storageminer,5,0,57542,bafy2bzacedgwxfnxbwto24lelmvlya5vyzvlllamwc6uteqjlvtfsxgvb3ngm,8
bafy2bzaceap7z7wet4pnkoopa4c36zzivs4cyg26lhjm2icxhdesmlqm6ojms,fil/1/storageminer,5,0,57542,bafy2bzaceayxm73cgbm3mglq4m232yaysaey3fc6gdfztcm2alw54sx6wt2xs,9
bafy2bzacea7kghqvkd4ezqfpb4n5e2moxghgyglgitzruakqjvln2gtniyqxu,fil/1/storageminer,5,0,57533,bafy2bzaceaqg7yizzxidvvhtukvpj6c76ojpncvp6xj3vw7vi5eppcjxsonmy,10
bafy2bzaceaba7rx4kkq25zmtigwikum5wenfhkdppr7xr7ddwxzkxdprscdfw,fil/1/storageminer,5,1,15299,bafy2bzaceadrrpxt2xql4wzbn26fzidfzlq3yqpjbankrvl35tfyej4u7uxwy,1
bafy2bzacecksv2g7xji6q5qbic35gxkpr2gszazptiecmwcnzdi422quhqcuq,fil/1/storageminer,5,1,15238,bafy2bzaceb2tyvxjh3eac72oqre4rtydrw2lcmihbfbp5ew3zkqfynbegbzja,2
bafy2bzacebddsg3d6wfrjtejsccus6z5irxntunckrcgnlbu24l3pu5hshipy,fil/1/storageminer,5,1,15133,bafy2bzaceccxywl4jjtyhvd2uigtq2v6wujckegzfw5f5uzffgp6szyv3uj3y,3
bafy2bzacedif6ikzf35dozlc6vnb2lflth3nekacehsolo3xnrqexykwqb25k,fil/1/storageminer,5,1,15119,bafy2bzaceaoyhq7ufwyh7ayeqlurmwtins6xra6kwajnr5rnkabz4672tfxqe,4
bafy2bzacebbbpll3cqixldkjyhgihbn5qq46tbbpenxxytk34tzkbqhmvs2s4,fil/1/storageminer,5,1,15057,bafy2bzaceaevztl7q3ca5mkzrwck4skhe35ic43dwonhba2m3ec3fuhsazr4c,5
bafy2bzacebqwxoktynxqhcoo2xdc5z7qpcwz2fatq2owkkgnldwxibtvidess,fil/1/storageminer,5,1,14113,bafy2bzacea6enrjfcj4krfp5ogpjd4ozdadp475o7tswh34uvvxs3ygrby3gk,6
bafy2bzaceaahsxzy7hngwxnnltnjvgtpi3hyailxtazoa3fjfwogawbhrkwwq,fil/1/storageminer,5,1,13927,bafy2bzacecem6zvdnjkfbvw7ylhccfs4264ivgrop5tfmjxzmhur2aobregm6,7
bafy2bzacebrv7j4wm4c6fdkz3fa4qkhlj2ywmgegv6uwyriqdv6uw47kh27y4,fil/1/storageminer,5,1,13918,bafy2bzacebvaiwnrqjdnbqfzxwtdh2vq5kejevloch445sjslc2tyxlmypuio,8
bafy2bzacebhzrzniblpkypiiwws2y2xybhy2wcckzmdlav6stcinqhclc6usc,fil/1/storageminer,5,7,57524,bafy2bzacebjf5ah64hjfhhe7xm3v7l7swneqiylsxdqpvv2mjq5cf2n557nhg,1
bafy2bzaceanx7bajjntq2cgxq2igr7cqmeqlrw2hxcvwoyfw6tgrx44hgbiv4,fil/1/storageminer,5,7,56907,bafy2bzacedjhvhapgzguzvbbsrryuz5jtfp6oubmijdchs2rgu3epbid73nys,2
bafy2bzacecdkgol75wvhhdrh4lurrndtonoqxhjjidyjdpvf2blwdn6n744co,fil/1/storageminer,5,7,56614,bafy2bzaceb7qqn4xy5q5247kp5ceumruqq3sc4podfwfjrc27nex2fgnpkqnu,3
bafy2bzacedmo2eqi52vnezgyjtyp2bbvlbnb4maaxryqy2gmhg3nwr4uewth6,fil/1/storageminer,5,7,56249,bafy2bzacebsrt6zlkfnhitgfprpfm77zdtx5454rn6zkmt6gmfebxnrh4acyi,4
bafy2bzacebfl72bvxqhsxtvysjyyu77s3bmbqu2lp5og3hc75c7534xjyozjg,fil/1/storageminer,5,7,56188,bafy2bzaceaa7wcd72gii7jbgmj5jxj7lmvonuho2nrro23f5z447hfannoqzq,5
bafy2bzacec6mt3pd764jtqg32fpohfgc7t7k3ddhtpoaqqy2ldcmil5ezngr6,fil/1/storageminer,5,7,53862,bafy2bzaced7qyktzhjr6gouom52z44b7ozizji2inmj3t2ejgnzgkoweynhhq,6
bafy2bzacedtxruwhp3ij2ovgbmylet7bgod7olqmyuun3gde2zdbaf7ckyans,fil/1/storageminer,5,7,40716,bafy2bzacecdeftoj3aqqadqu3hd2mgg4bynu3r24agbbr62skdr5lqfm7wnf4,7
bafy2bzacecsimdcihwainxonnl747ke5bmwqfwertqr7272xnzg2c66bebpza,fil/1/storageminer,5,7,29665,bafy2bzaceazvwdlbfsjf777ooprm2xj6hfk6ejdhgm53bfxsriqh2jhvssycm,8
